# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	ncRNA	3150670	3150740	-	KOIAIB_0221	60.5	2.2e-08	-	-	-	RFAM:RF02564
contig_1	ncRNA	3156521	3156584	+	KOIAIB_0222	99.0	3.5e-17	-	-	-	RFAM:RF02753
contig_1	ncRNA-region	3184570	3184718	-	-	120.8	2.7e-20	-	-	-	RFAM:RF00050
contig_1	ncRNA	3194751	3194900	-	KOIAIB_0223	147.8	3.3e-24	-	-	-	RFAM:RF00113
contig_1	sorf	3194766	3194825	+	KOIAIB_0224	28.1	6.1e-06	1.0	1.0	1.0	UniRef:UniRef50_C1P616
contig_1	ncRNA	3195126	3195275	-	KOIAIB_0225	142.2	3.3e-23	-	-	-	RFAM:RF00113
contig_1	sorf	3195141	3195200	+	KOIAIB_0226	28.5	4.3e-06	1.0	1.0	0.947	UniRef:UniRef50_A0A024LAN1
contig_1	ncRNA	3203195	3203265	-	KOIAIB_0227	79.3	8.1e-12	-	-	-	RFAM:RF02564
contig_1	tRNA	3215598	3215673	+	KOIAIB_0228	85.1	-	-	-	-	-
contig_1	ncRNA	3231301	3231382	-	KOIAIB_0229	72.8	1.2e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	3231401	3231482	-	KOIAIB_0230	66.8	1.6e-09	-	-	-	RFAM:RF02564
contig_1	ncRNA	3270216	3270592	-	KOIAIB_0231	318.4	4.6e-41	-	-	-	RFAM:RF00010
contig_1	sorf	3307853	3307933	-	KOIAIB_0232	57.8	1.6e-17	1.0	1.0	1.0	UniRef:UniRef50_C1P618
contig_1	ncRNA	3311227	3311398	+	KOIAIB_0233	164.3	1.4e-26	-	-	-	RFAM:RF00082
contig_1	ncRNA-region	3311628	3311742	-	-	117.7	8.2e-18	-	-	-	RFAM:RF00114
contig_1	ncRNA	3313255	3313325	-	KOIAIB_0234	68.2	8.7e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA-region	3318024	3318124	-	-	102.1	1.0e-15	-	-	-	RFAM:RF01770
contig_1	tRNA	3318213	3318289	-	KOIAIB_0235	75.5	-	-	-	-	-
contig_1	tRNA	3322072	3322158	-	KOIAIB_0236	64.5	-	-	-	-	-
contig_1	ncRNA-region	3328811	3328932	-	-	127.3	2.6e-19	-	-	-	RFAM:RF01769
contig_1	ncRNA	3350577	3350684	+	KOIAIB_0237	120.9	6.6e-20	-	-	-	RFAM:RF00081
contig_1	ncRNA	3392129	3392198	-	KOIAIB_0238	77.3	1.9e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	3392220	3392289	-	KOIAIB_0239	76.0	3.3e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	3392311	3392380	-	KOIAIB_0240	71.1	2.5e-10	-	-	-	RFAM:RF02564
contig_1	rRNA	3423425	3423540	-	KOIAIB_0241	90.0	7.4e-15	-	-	-	RFAM:RF00001
contig_1	tRNA	3423580	3423655	-	KOIAIB_0242	79.8	-	-	-	-	-
contig_1	rRNA	3423670	3423785	-	KOIAIB_0243	92.6	2.4e-15	-	-	-	RFAM:RF00001
contig_1	rRNA	3423880	3426783	-	KOIAIB_0244	2863.6	5.6e-06	-	-	-	RFAM:RF02541
contig_1	ncRNA	3426791	3426890	-	KOIAIB_0245	107.0	3.7e-18	-	-	-	RFAM:RF01830
contig_1	tRNA	3426958	3427033	-	KOIAIB_0246	78.1	-	-	-	-	-
contig_1	tRNA	3427076	3427152	-	KOIAIB_0247	75.8	-	-	-	-	-
contig_1	rRNA	3427221	3428762	-	KOIAIB_0248	1579.7	6.8e-48	-	-	-	RFAM:RF00177
contig_1	ncRNA-region	3442439	3442550	-	-	102.8	3.2e-15	-	-	-	RFAM:RF00140
contig_1	ncRNA	3580923	3580987	-	KOIAIB_0249	83.2	5.1e-13	-	-	-	RFAM:RF00057
contig_1	ncRNA	3639245	3639285	+	KOIAIB_0250	42.1	3.0e-05	-	-	-	RFAM:RF02751
contig_1	ncRNA	3648063	3648146	+	KOIAIB_0251	106.3	9.1e-17	-	-	-	RFAM:RF02891
contig_1	ncRNA	3648294	3648377	+	KOIAIB_0252	108.4	3.7e-17	-	-	-	RFAM:RF02891
contig_1	ncRNA	3659011	3659082	+	KOIAIB_0253	105.1	1.2e-17	-	-	-	RFAM:RF02754
contig_1	ncRNA	3664861	3664974	+	KOIAIB_0254	150.0	1.3e-25	-	-	-	RFAM:RF00122
contig_1	ncRNA	3700136	3700201	+	KOIAIB_0255	87.1	8.2e-18	-	-	-	RFAM:RF01813
contig_1	ncRNA	3705997	3706039	+	KOIAIB_0256	56.8	5.1e-08	-	-	-	RFAM:RF02751
contig_1	ncRNA	3708275	3708354	+	KOIAIB_0257	69.0	6.1e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA-region	3708448	3708581	-	-	101.4	2.8e-15	-	-	-	RFAM:RF00391
contig_1	tRNA	3708616	3708692	-	KOIAIB_0258	76.0	-	-	-	-	-
contig_1	ncRNA-region	3719889	3720316	+	-	500.9	4.5e-54	-	-	-	RFAM:RF01766
contig_1	ncRNA	3722015	3722154	-	KOIAIB_0259	69.7	9.7e-11	-	-	-	RFAM:RF01794
contig_1	ncRNA	3740985	3741027	-	KOIAIB_0260	46.3	5.0e-06	-	-	-	RFAM:RF02751
contig_1	ncRNA-region	3808182	3808220	-	-	55.4	1.6e-11	-	-	-	RFAM:RF01707
contig_1	tRNA	3836222	3836316	+	KOIAIB_0261	142.5	-	-	-	-	-
contig_1	ncRNA	3853118	3853247	-	KOIAIB_0262	150.2	1.7e-25	-	-	-	RFAM:RF01400
contig_1	ncRNA-region	3867416	3867488	-	-	100.5	1.6e-16	-	-	-	RFAM:RF01832
contig_1	ncRNA	3877620	3877662	+	KOIAIB_0263	44.9	8.8e-06	-	-	-	RFAM:RF02751
contig_1	ncRNA	3883139	3883219	+	KOIAIB_0264	102.0	7.3e-20	-	-	-	RFAM:RF02674
contig_1	sorf	3884026	3884106	+	KOIAIB_0265	60.1	2.0e-18	1.0	1.0	1.0	UniRef:UniRef50_P0DPP8
contig_1	ncRNA	3915284	3915441	+	KOIAIB_0266	188.4	5.4e-26	-	-	-	RFAM:RF02060
contig_1	rRNA	3941808	3943349	+	KOIAIB_0267	1581.1	6.2e-48	-	-	-	RFAM:RF00177
contig_1	tRNA	3943435	3943510	+	KOIAIB_0268	66.6	-	-	-	-	-
contig_1	ncRNA	3943588	3943696	+	KOIAIB_0269	125.0	9.2e-22	-	-	-	RFAM:RF01830
contig_1	rRNA	3943704	3946607	+	KOIAIB_0270	2871.4	5.3e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	3946702	3946817	+	KOIAIB_0271	92.6	2.4e-15	-	-	-	RFAM:RF00001
contig_1	tRNA	3946872	3946948	+	KOIAIB_0272	85.5	-	-	-	-	-
contig_1	tRNA	3946957	3947032	+	KOIAIB_0273	79.9	-	-	-	-	-
contig_1	ncRNA-region	3950248	3950540	+	-	157.4	4.9e-19	-	-	-	RFAM:RF02744
contig_1	sorf	3950507	3950557	+	KOIAIB_0274	38.1	6.0e-10	1.0	1.0	1.0	UniRef:UniRef50_C1P619
contig_1	ncRNA-region	3965691	3965790	+	-	76.6	6.4e-12	-	-	-	RFAM:RF02773
contig_1	tRNA	3982375	3982451	+	KOIAIB_0275	82.2	-	-	-	-	-
contig_1	tRNA	3982510	3982585	+	KOIAIB_0276	78.7	-	-	-	-	-
contig_1	tRNA	3982606	3982692	+	KOIAIB_0277	67.1	-	-	-	-	-
contig_1	tRNA	3982735	3982811	+	KOIAIB_0278	82.4	-	-	-	-	-
contig_1	ncRNA	3986432	3986638	+	KOIAIB_0279	221.5	1.5e-33	-	-	-	RFAM:RF00083
contig_1	ncRNA	3986434	3986582	+	KOIAIB_0280	65.5	4.2e-11	-	-	-	RFAM:RF00128
contig_1	ncRNA	4019978	4020229	+	KOIAIB_0281	319.6	3.3e-47	-	-	-	RFAM:RF02757
contig_1	ncRNA	4027375	4027452	+	KOIAIB_0282	80.3	5.4e-12	-	-	-	RFAM:RF02564
contig_1	ncRNA	4027473	4027550	+	KOIAIB_0283	92.2	3.7e-14	-	-	-	RFAM:RF02564
contig_1	rRNA	4035531	4037072	+	KOIAIB_0284	1578.1	7.5e-48	-	-	-	RFAM:RF00177
contig_1	tRNA	4037141	4037217	+	KOIAIB_0285	75.8	-	-	-	-	-
contig_1	tRNA	4037260	4037335	+	KOIAIB_0286	78.1	-	-	-	-	-
contig_1	ncRNA	4037403	4037511	+	KOIAIB_0287	125.0	9.2e-22	-	-	-	RFAM:RF01830
contig_1	rRNA	4037519	4040423	+	KOIAIB_0288	2873.6	5.3e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	4040519	4040634	+	KOIAIB_0289	90.4	6.4e-15	-	-	-	RFAM:RF00001
contig_1	ncRNA	4049889	4050007	+	KOIAIB_0290	122.8	2.5e-22	-	-	-	RFAM:RF00021
contig_1	ncRNA	4051036	4051289	+	KOIAIB_0291	278.8	7.3e-40	-	-	-	RFAM:RF00084
contig_1	ncRNA	4053533	4053610	+	KOIAIB_0292	75.0	4.9e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4058218	4058325	+	KOIAIB_0293	135.4	1.6e-23	-	-	-	RFAM:RF02755
contig_1	ncRNA	4060215	4060283	+	KOIAIB_0294	55.7	4.3e-07	-	-	-	RFAM:RF02064
contig_1	ncRNA-region	4085182	4085240	-	-	84.4	2.3e-13	-	-	-	RFAM:RF01989
contig_1	ncRNA	4094319	4094389	+	KOIAIB_0295	77.1	2.1e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4094411	4094481	+	KOIAIB_0296	69.4	5.3e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	4094503	4094573	+	KOIAIB_0297	76.6	2.5e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4094595	4094665	+	KOIAIB_0298	76.6	2.5e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4103510	4103587	-	KOIAIB_0299	78.0	1.4e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4108592	4108633	-	KOIAIB_0300	48.3	2.0e-06	-	-	-	RFAM:RF02751
contig_1	ncRNA-region	4122285	4122342	-	-	63.7	1.2e-08	-	-	-	RFAM:RF02401
contig_1	ncRNA-region	4126954	4127006	+	-	60.2	1.5e-08	-	-	-	RFAM:RF03157
contig_1	ncRNA	4127986	4128027	+	KOIAIB_0301	39.7	8.5e-05	-	-	-	RFAM:RF02751
contig_1	ncRNA	4158285	4158394	-	KOIAIB_0302	139.3	3.7e-26	-	-	-	RFAM:RF00035
contig_1	ncRNA-region	4163384	4163573	+	-	86.5	9.9e-15	-	-	-	RFAM:RF00174
contig_1	rRNA	4166659	4168200	+	KOIAIB_0303	1577.5	7.8e-48	-	-	-	RFAM:RF00177
contig_1	tRNA	4168372	4168447	+	KOIAIB_0304	66.6	-	-	-	-	-
contig_1	ncRNA	4168525	4168633	+	KOIAIB_0305	123.0	2.3e-21	-	-	-	RFAM:RF01830
contig_1	rRNA	4168641	4171544	+	KOIAIB_0306	2878.5	5.1e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	4171639	4171754	+	KOIAIB_0307	90.3	6.7e-15	-	-	-	RFAM:RF00001
contig_1	tRNA	4175388	4175463	+	KOIAIB_0308	81.3	-	-	-	-	-
contig_1	tRNA	4175472	4175556	+	KOIAIB_0309	73.0	-	-	-	-	-
contig_1	tRNA	4175673	4175747	+	KOIAIB_0310	70.6	-	-	-	-	-
contig_1	tRNA	4175754	4175829	+	KOIAIB_0311	84.7	-	-	-	-	-
contig_1	ncRNA	4180930	4180991	+	KOIAIB_0312	74.6	8.8e-15	-	-	-	RFAM:RF00630
contig_1	ncRNA	4190327	4190487	-	KOIAIB_0313	201.2	8.7e-30	-	-	-	RFAM:RF00372
contig_1	ncRNA-region	4196180	4196280	-	-	74.7	3.2e-12	-	-	-	RFAM:RF00059
contig_1	rRNA	4208147	4209688	+	KOIAIB_0314	1577.5	7.8e-48	-	-	-	RFAM:RF00177
contig_1	tRNA	4209774	4209849	+	KOIAIB_0315	66.6	-	-	-	-	-
contig_1	ncRNA	4209927	4210035	+	KOIAIB_0316	125.0	9.2e-22	-	-	-	RFAM:RF01830
contig_1	rRNA	4210043	4212946	+	KOIAIB_0317	2877.8	5.1e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	4213042	4213157	+	KOIAIB_0318	90.3	6.7e-15	-	-	-	RFAM:RF00001
contig_1	ncRNA	4218439	4218516	+	KOIAIB_0319	85.7	5.6e-13	-	-	-	RFAM:RF02564
contig_1	ncRNA-region	4233325	4233521	-	-	99.4	2.0e-14	-	-	-	RFAM:RF00168
contig_1	ncRNA	4235424	4235494	+	KOIAIB_0320	79.6	7.3e-12	-	-	-	RFAM:RF02564
contig_1	ncRNA	4235560	4235709	-	KOIAIB_0321	76.4	9.8e-11	-	-	-	RFAM:RF02053
contig_1	ncRNA	4245095	4245165	+	KOIAIB_0322	67.4	1.2e-09	-	-	-	RFAM:RF02564
contig_1	ncRNA	4249324	4249394	+	KOIAIB_0323	84.4	9.5e-13	-	-	-	RFAM:RF02564
contig_1	ncRNA	4277926	4278066	-	KOIAIB_0324	153.4	1.5e-24	-	-	-	RFAM:RF01408
contig_1	ncRNA	4285305	4285375	+	KOIAIB_0325	84.2	1.1e-12	-	-	-	RFAM:RF02564
contig_1	ncRNA	4295911	4295981	+	KOIAIB_0326	71.3	2.3e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	4296024	4296094	+	KOIAIB_0327	77.0	2.1e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4296137	4296207	+	KOIAIB_0328	71.3	2.3e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	4296250	4296320	+	KOIAIB_0329	71.3	2.3e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	4296363	4296431	+	KOIAIB_0330	63.7	5.7e-09	-	-	-	RFAM:RF02564
contig_1	ncRNA-region	4298900	4298954	-	-	87.3	1.6e-14	-	-	-	RFAM:RF01988
contig_1	ncRNA	4323249	4323329	+	KOIAIB_0331	69.2	5.7e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	4325805	4325881	-	KOIAIB_0332	106.8	8.2e-17	-	-	-	RFAM:RF02564
contig_1	ncRNA	4325905	4325981	-	KOIAIB_0333	110.9	1.5e-17	-	-	-	RFAM:RF02564
contig_1	ncRNA	4326005	4326081	-	KOIAIB_0334	111.0	1.4e-17	-	-	-	RFAM:RF02564
contig_1	ncRNA	4326105	4326181	-	KOIAIB_0335	106.9	7.8e-17	-	-	-	RFAM:RF02564
contig_1	ncRNA	4326205	4326281	-	KOIAIB_0336	111.0	1.4e-17	-	-	-	RFAM:RF02564
contig_1	ncRNA	4326305	4326381	-	KOIAIB_0337	95.1	1.1e-14	-	-	-	RFAM:RF02564
contig_1	ncRNA	4332047	4332212	+	KOIAIB_0338	181.7	1.1e-30	-	-	-	RFAM:RF02052
contig_1	sorf	4332116	4332205	+	KOIAIB_0339	56.2	7.9e-17	1.0	1.0	1.0	UniRef:UniRef50_G3MTW7
contig_1	tRNA	4362551	4362626	-	KOIAIB_0340	75.3	-	-	-	-	-
contig_1	ncRNA-region	4376811	4376857	+	-	50.6	5.9e-07	-	-	-	RFAM:RF01068
contig_1	tRNA	4392360	4392435	+	KOIAIB_0341	88.4	-	-	-	-	-
contig_1	tRNA	4392472	4392547	+	KOIAIB_0342	88.4	-	-	-	-	-
contig_1	tRNA	4392583	4392658	+	KOIAIB_0343	88.4	-	-	-	-	-
contig_1	sorf	4392892	4392945	+	KOIAIB_0344	38.5	4.4e-10	1.0	1.0	1.0	UniRef:UniRef50_C1P621
contig_1	ncRNA-region	4425036	4425120	+	-	110.2	1.3e-22	-	-	-	RFAM:RF02893
contig_1	ncRNA	4436566	4436688	+	KOIAIB_0345	157.5	5.5e-27	-	-	-	RFAM:RF02756
contig_1	ncRNA	4441277	4441334	-	KOIAIB_0346	77.3	1.2e-14	-	-	-	RFAM:RF02051
contig_1	ncRNA	4441414	4441456	-	KOIAIB_0347	39.4	9.6e-05	-	-	-	RFAM:RF02751
contig_1	ncRNA	4450947	4451025	+	KOIAIB_0348	70.2	3.8e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	4457188	4457265	+	KOIAIB_0349	86.0	4.9e-13	-	-	-	RFAM:RF02564
contig_1	ncRNA-region	4467416	4467531	+	-	125.9	7.7e-21	-	-	-	RFAM:RF01056
contig_1	ncRNA	4485199	4485393	+	KOIAIB_0350	180.9	2.8e-28	-	-	-	RFAM:RF02850
contig_1	tRNA	4496405	4496489	+	KOIAIB_0351	79.3	-	-	-	-	-
contig_1	sorf	4556907	4556996	+	KOIAIB_0352	57.8	1.9e-17	0.931	1.0	1.0	UniRef:UniRef50_P0DPC6
contig_1	ncRNA	4579835	4579911	+	KOIAIB_0353	95.3	5.2e-17	-	-	-	RFAM:RF01809
contig_1	tRNA	4606079	4606165	-	KOIAIB_0354	67.1	-	-	-	-	-
contig_1	tRNA	4606200	4606286	-	KOIAIB_0355	65.0	-	-	-	-	-
contig_1	tRNA	4606315	4606401	-	KOIAIB_0356	67.1	-	-	-	-	-
contig_1	ncRNA	4614260	4614338	+	KOIAIB_0357	75.3	4.3e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4614361	4614439	+	KOIAIB_0358	76.6	2.5e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4614462	4614540	+	KOIAIB_0359	77.2	1.9e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	4614563	4614641	+	KOIAIB_0360	80.3	5.4e-12	-	-	-	RFAM:RF02564
contig_1	ncRNA	4628698	4628776	+	KOIAIB_0361	66.0	2.1e-09	-	-	-	RFAM:RF02564
